21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,24,21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22
21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,25,21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22
21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,26,21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22
21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,25,21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32
21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,24,21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32
21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,26,21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32
21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,28,21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,3,31,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,3,29,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,3,30,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,3,32,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,5,30,21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,5,29,21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,5,32,21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32
21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22,5,31,21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,3,13,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,3,11,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,3,10,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,3,12,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,5,10,21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,5,12,21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,5,11,21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32
21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22,5,13,21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,3,18,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,3,16,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,3,14,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,3,17,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,5,14,21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,5,17,21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,5,16,21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32
21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22,5,18,21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,3,23,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,3,19,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,3,20,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,3,22,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,5,20,21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,5,19,21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,5,22,21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32
21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22,5,23,21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,3,28,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,3,26,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,3,24,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,3,25,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,5,25,21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,5,24,21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,5,26,21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32
21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22,5,28,21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,6,18,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,6,16,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,6,14,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,6,17,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,7,18,21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,7,14,21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,7,16,21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22
21 26 9 8 16 19 24 26 16 19 9 9 24 26 9 9 9 8 24 28 22 32 32 32 32 32 32,7,17,21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,6,13,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,6,11,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,6,10,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,6,12,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,7,13,21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,7,10,21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,7,11,21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22
21 26 2 8 7 14 24 26 7 14 6 11 24 26 6 11 2 8 24 27 22 32 32 32 32 32 32,7,12,21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,6,28,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,6,26,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,6,24,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,6,25,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,7,28,21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,7,24,21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,7,25,21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22
21 26 11 1 9 15 24 26 9 15 18 5 24 26 18 5 11 1 24 30 22 32 32 32 32 32 32,7,26,21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,6,23,21 25 10 4 4 24 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,6,19,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,6,20,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,6,22,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,7,23,21 26 6 14 8 14 24 26 8 14 8 12 24 26 8 12 6 12 24 26 6 12 6 14 24 31 22
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,7,19,21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,7,20,21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22
21 26 13 13 8 13 24 26 8 13 15 7 24 26 15 7 13 13 24 29 22 32 32 32 32 32 32,7,22,21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,6,31,21 25 19 11 17 24 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,6,29,21 25 5 0 13 24 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,6,30,21 25 10 3 13 24 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,6,32,21 25 14 14 11 24 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,7,29,21 26 5 14 11 14 24 26 11 14 11 8 24 26 11 8 5 8 24 26 5 8 5 14 24 27 22
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,7,30,21 26 9 18 17 18 24 26 17 18 17 15 24 26 17 15 9 15 24 26 9 15 9 18 24 28 22
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,7,31,21 26 4 12 10 12 24 26 10 12 10 9 24 26 10 9 4 9 24 26 4 9 4 12 24 29 22
21 26 7 5 3 4 24 26 3 4 17 8 24 26 17 8 7 5 24 31 22 32 32 32 32 32 32,7,32,21 26 9 13 14 13 24 26 14 13 14 8 24 26 14 8 9 8 24 26 9 8 9 13 24 30 22
