21 25 6 10 10 24 38 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,39,51,56,92,102,137,147,181,189,225,246,21 26 12 8 11 12 44 68 24 26 11 12 2 10 51 71 24 26 2 10 12 8 57 73 24 29 22 32 32 32 32 32 32 32 32
21 25 6 10 10 24 38 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,39,51,57,91,103,136,148,181,189,225,244,21 26 0 15 14 17 45 67 24 26 14 17 4 8 52 70 24 26 4 8 0 15 58 73 24 27 22 32 32 32 32 32 32 32 32
21 25 9 6 16 24 35 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,56,92,104,137,148,181,189,225,242,21 26 11 16 17 11 44 68 24 26 17 11 1 14 53 71 24 26 1 14 11 16 58 73 24 30 22 32 32 32 32 32 32 32 32
21 25 9 6 16 24 35 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,56,91,102,137,149,182,189,225,240,21 26 18 0 7 18 44 67 24 26 7 18 8 19 51 71 24 26 8 19 18 0 59 74 24 28 22 32 32 32 32 32 32 32 32
21 25 9 6 16 24 35 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,59,91,101,137,149,182,189,225,239,21 26 13 1 13 10 47 67 24 26 13 10 6 3 50 71 24 26 6 3 13 1 59 74 24 27 22 32 32 32 32 32 32 32 32
21 25 18 17 4 24 37 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,33,48,57,91,104,136,147,181,189,225,254,21 26 7 13 17 17 45 67 24 26 17 17 5 2 53 70 24 26 5 2 7 13 57 73 24 27 22 32 32 32 32 32 32 32 32
21 25 18 17 4 24 37 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,33,48,56,92,103,136,145,181,191,226,257,21 26 6 17 12 17 44 68 24 26 12 17 12 13 52 70 24 26 12 13 6 13 55 73 24 26 6 13 6 17 62 76 24 30 22
21 25 18 17 4 24 37 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,33,48,57,91,103,136,148,182,194,226,256,21 26 8 12 9 12 45 67 24 26 9 12 9 11 52 70 24 26 9 11 8 11 58 74 24 26 8 11 8 12 65 76 24 29 22
21 25 6 2 18 24 36 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,27,51,57,92,102,137,147,182,191,227,251,21 26 3 10 8 10 45 68 24 26 8 10 8 8 51 71 24 26 8 8 3 8 57 74 24 26 3 8 3 10 62 77 24 29 22
21 25 6 2 18 24 36 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,27,51,56,91,101,136,147,182,192,226,250,21 26 6 15 12 15 44 67 24 26 12 15 12 6 50 70 24 26 12 6 6 6 57 74 24 26 6 6 6 15 63 76 24 28 22
21 25 6 2 18 24 36 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,27,51,55,91,100,136,149,181,194,227,250,21 26 1 19 4 19 43 67 24 26 4 19 4 13 49 70 24 26 4 13 1 13 59 73 24 26 1 13 1 19 65 77 24 28 22
21 25 9 4 18 24 36 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,48,58,92,101,137,149,182,189,225,258,21 26 7 7 10 11 46 68 24 26 10 11 9 4 50 71 24 26 9 4 7 7 59 74 24 31 22 32 32 32 32 32 32 32 32
21 25 9 4 18 24 36 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,48,58,91,104,137,149,181,189,225,255,21 26 1 6 8 16 46 67 24 26 8 16 5 5 53 71 24 26 5 5 1 6 59 73 24 28 22 32 32 32 32 32 32 32 32
21 25 9 4 18 24 36 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,48,55,91,103,137,148,181,189,225,256,21 26 1 5 9 17 43 67 24 26 9 17 17 0 52 71 24 26 17 0 1 5 58 73 24 29 22 32 32 32 32 32 32 32 32
21 25 17 9 9 24 36 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,51,58,91,104,136,145,182,189,225,238,21 26 19 10 15 13 46 67 24 26 15 13 12 0 53 70 24 26 12 0 19 10 55 74 24 31 22 32 32 32 32 32 32 32 32
21 25 17 9 9 24 36 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,27,51,58,91,100,137,148,182,190,227,234,21 26 2 10 10 10 46 67 24 26 10 10 10 1 49 71 24 26 10 1 2 1 58 74 24 26 2 1 2 10 61 77 24 27 22
21 25 17 9 9 24 36 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,51,59,91,101,137,149,182,189,225,234,21 26 13 1 13 10 47 67 24 26 13 10 6 3 50 71 24 26 6 3 13 1 59 74 24 27 22 32 32 32 32 32 32 32 32
21 25 2 9 0 24 38 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,57,92,103,137,147,181,192,226,258,21 26 3 19 4 19 45 68 24 26 4 19 4 18 52 71 24 26 4 18 3 18 57 73 24 26 3 18 3 19 63 76 24 31 22
21 25 2 9 0 24 38 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,59,92,102,137,146,181,192,226,255,21 26 0 13 6 13 47 68 24 26 6 13 6 9 51 71 24 26 6 9 0 9 56 73 24 26 0 9 0 13 63 76 24 28 22
21 25 2 9 0 24 38 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,55,91,104,136,145,182,190,227,254,21 26 1 15 7 15 43 67 24 26 7 15 7 14 53 70 24 26 7 14 1 14 55 74 24 26 1 14 1 15 61 77 24 27 22
21 25 17 16 15 24 34 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,51,56,91,104,136,145,181,189,225,252,21 26 2 11 10 7 44 67 24 26 10 7 18 6 53 70 24 26 18 6 2 11 55 73 24 30 22 32 32 32 32 32 32 32 32
21 25 17 16 15 24 34 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,51,57,92,104,137,145,182,193,226,250,21 26 5 13 6 13 45 68 24 26 6 13 6 7 53 71 24 26 6 7 5 7 55 74 24 26 5 7 5 13 64 76 24 28 22
21 25 17 16 15 24 34 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,51,58,91,101,136,145,181,194,227,251,21 26 8 14 14 14 46 67 24 26 14 14 14 12 50 70 24 26 14 12 8 12 55 73 24 26 8 12 8 14 65 77 24 29 22
21 25 15 0 10 24 38 40 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,56,92,103,136,145,182,192,226,252,21 26 2 18 11 18 44 68 24 26 11 18 11 10 52 70 24 26 11 10 2 10 55 74 24 26 2 10 2 18 63 76 24 30 22
21 25 15 0 10 24 38 40 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,55,92,101,137,146,181,191,226,253,21 26 5 16 12 16 43 68 24 26 12 16 12 9 50 71 24 26 12 9 5 9 56 73 24 26 5 9 5 16 62 76 24 31 22
21 25 15 0 10 24 38 40 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,57,91,101,136,146,181,190,226,250,21 26 7 14 17 14 45 67 24 26 17 14 17 12 50 70 24 26 17 12 7 12 56 73 24 26 7 12 7 14 61 76 24 28 22
21 25 3 3 1 24 37 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,33,51,55,92,100,137,148,181,189,225,247,21 26 7 9 10 12 43 68 24 26 10 12 10 13 49 71 24 26 10 13 7 9 58 73 24 30 22 32 32 32 32 32 32 32 32
21 25 3 3 1 24 37 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,33,51,56,92,102,137,149,182,189,225,245,21 26 4 12 17 19 44 68 24 26 17 19 5 8 51 71 24 26 5 8 4 12 59 74 24 28 22 32 32 32 32 32 32 32 32
21 25 3 3 1 24 37 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,33,51,56,92,104,136,145,182,189,225,244,21 26 12 16 13 16 44 68 24 26 13 16 10 7 53 70 24 26 10 7 12 16 55 74 24 27 22 32 32 32 32 32 32 32 32
21 25 3 18 14 24 35 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,48,59,91,102,136,145,182,191,226,234,21 26 8 15 17 15 47 67 24 26 17 15 17 11 51 70 24 26 17 11 8 11 55 74 24 26 8 11 8 15 62 76 24 27 22
21 25 3 18 14 24 35 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,48,59,92,103,137,147,182,189,225,234,21 26 10 15 0 5 47 68 24 26 0 5 8 14 52 71 24 26 8 14 10 15 57 74 24 27 22 32 32 32 32 32 32 32 32
21 25 3 18 14 24 35 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,48,59,92,103,137,149,181,189,225,236,21 26 14 10 4 11 47 68 24 26 4 11 11 0 52 71 24 26 11 0 14 10 59 73 24 29 22 32 32 32 32 32 32 32 32
21 25 6 13 9 24 34 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,48,57,91,104,136,146,181,194,227,237,21 26 7 10 15 10 45 67 24 26 15 10 15 3 53 70 24 26 15 3 7 3 56 73 24 26 7 3 7 10 65 77 24 30 22
21 25 6 13 9 24 34 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,48,58,91,104,136,148,181,191,227,234,21 26 9 18 17 18 46 67 24 26 17 18 17 8 53 70 24 26 17 8 9 8 58 73 24 26 9 8 9 18 62 77 24 27 22
21 25 6 13 9 24 34 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,48,57,91,101,136,147,182,189,225,234,21 26 10 16 7 2 45 67 24 26 7 2 13 10 50 70 24 26 13 10 10 16 57 74 24 27 22 32 32 32 32 32 32 32 32
21 25 8 4 9 24 34 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,51,59,92,104,137,148,181,193,227,238,21 26 7 18 11 18 47 68 24 26 11 18 11 10 53 71 24 26 11 10 7 10 58 73 24 26 7 10 7 18 64 77 24 31 22
21 25 8 4 9 24 34 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,51,56,92,100,137,147,181,189,225,234,21 26 17 2 10 4 44 68 24 26 10 4 10 16 49 71 24 26 10 16 17 2 57 73 24 27 22 32 32 32 32 32 32 32 32
21 25 8 4 9 24 34 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,51,55,92,104,137,145,182,189,225,237,21 26 15 11 19 1 43 68 24 26 19 1 12 14 53 71 24 26 12 14 15 11 55 74 24 30 22 32 32 32 32 32 32 32 32
21 25 8 15 1 24 34 40 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,48,59,91,103,136,145,182,194,226,250,21 26 5 16 9 16 47 67 24 26 9 16 9 8 52 70 24 26 9 8 5 8 55 74 24 26 5 8 5 16 65 76 24 28 22
21 25 8 15 1 24 34 40 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,48,57,92,102,136,147,182,189,225,251,21 26 6 4 11 13 45 68 24 26 11 13 15 12 51 70 24 26 15 12 6 4 57 74 24 29 22 32 32 32 32 32 32 32 32
21 25 8 15 1 24 34 40 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,48,59,92,101,137,148,182,193,227,249,21 26 3 11 5 11 47 68 24 26 5 11 5 2 50 71 24 26 5 2 3 2 58 74 24 26 3 2 3 11 64 77 24 27 22
21 25 19 16 8 24 35 40 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,48,58,92,102,136,146,182,193,226,245,21 26 4 16 8 16 46 68 24 26 8 16 8 16 51 70 24 26 8 16 4 16 56 74 24 26 4 16 4 16 64 76 24 28 22
21 25 19 16 8 24 35 40 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,48,59,91,103,136,149,182,190,226,245,21 26 3 11 4 11 47 67 24 26 4 11 4 7 52 70 24 26 4 7 3 7 59 74 24 26 3 7 3 11 61 76 24 28 22
21 25 19 16 8 24 35 40 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,48,58,92,103,137,147,182,193,227,244,21 26 1 12 9 12 46 68 24 26 9 12 9 6 52 71 24 26 9 6 1 6 57 74 24 26 1 6 1 12 64 77 24 27 22
21 25 15 6 11 24 35 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,58,92,102,136,146,182,189,225,237,21 26 2 18 18 19 46 68 24 26 18 19 18 4 51 70 24 26 18 4 2 18 56 74 24 30 22 32 32 32 32 32 32 32 32
21 25 15 6 11 24 35 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,51,55,92,103,137,149,182,193,226,235,21 26 5 12 9 12 43 68 24 26 9 12 9 3 52 71 24 26 9 3 5 3 59 74 24 26 5 3 5 12 64 76 24 28 22
21 25 15 6 11 24 35 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,56,92,101,137,146,181,189,225,238,21 26 16 4 5 15 44 68 24 26 5 15 8 16 50 71 24 26 8 16 16 4 56 73 24 31 22 32 32 32 32 32 32 32 32
21 25 17 16 8 24 38 40 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,56,91,101,136,146,182,193,227,241,21 26 3 10 11 10 44 67 24 26 11 10 11 4 50 70 24 26 11 4 3 4 56 74 24 26 3 4 3 10 64 77 24 29 22
21 25 17 16 8 24 38 40 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,48,59,92,102,136,145,181,190,226,239,21 26 5 12 15 12 47 68 24 26 15 12 15 12 51 70 24 26 15 12 5 12 55 73 24 26 5 12 5 12 61 76 24 27 22
21 25 17 16 8 24 38 40 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,39,48,59,91,100,136,149,182,189,225,242,21 26 16 0 4 13 47 67 24 26 4 13 2 4 49 70 24 26 2 4 16 0 59 74 24 30 22 32 32 32 32 32 32 32 32
21 25 1 12 17 24 34 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,48,56,91,104,136,146,182,189,225,257,21 26 1 5 3 0 44 67 24 26 3 0 10 5 53 70 24 26 10 5 1 5 56 74 24 30 22 32 32 32 32 32 32 32 32
21 25 1 12 17 24 34 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,48,58,92,102,136,146,181,190,226,256,21 26 8 17 14 17 46 68 24 26 14 17 14 10 51 70 24 26 14 10 8 10 56 73 24 26 8 10 8 17 61 76 24 29 22
21 25 1 12 17 24 34 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,48,57,92,103,137,147,182,189,225,257,21 26 6 18 3 15 45 68 24 26 3 15 19 3 52 71 24 26 19 3 6 18 57 74 24 30 22 32 32 32 32 32 32 32 32
21 25 17 8 5 24 34 41 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,51,58,91,102,136,148,182,189,225,258,21 26 18 10 7 12 46 67 24 26 7 12 15 2 51 70 24 26 15 2 18 10 58 74 24 31 22 32 32 32 32 32 32 32 32
21 25 17 8 5 24 34 41 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,15,51,55,91,103,136,148,181,190,227,258,21 26 1 13 8 13 43 67 24 26 8 13 8 8 52 70 24 26 8 8 1 8 58 73 24 26 1 8 1 13 61 77 24 31 22
21 25 17 8 5 24 34 41 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,15,51,58,91,104,136,145,182,189,225,256,21 26 7 12 18 12 46 67 24 26 18 12 16 14 53 70 24 26 16 14 7 12 55 74 24 29 22 32 32 32 32 32 32 32 32
21 25 2 10 5 24 38 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,39,51,56,92,101,137,145,182,189,225,250,21 26 17 18 0 18 44 68 24 26 0 18 14 8 50 71 24 26 14 8 17 18 55 74 24 28 22 32 32 32 32 32 32 32 32
21 25 2 10 5 24 38 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,51,56,92,100,137,146,182,190,226,250,21 26 5 17 11 17 44 68 24 26 11 17 11 8 49 71 24 26 11 8 5 8 56 74 24 26 5 8 5 17 61 76 24 28 22
21 25 2 10 5 24 38 41 30 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,39,51,58,91,101,137,149,181,189,225,251,21 26 7 0 15 6 46 67 24 26 15 6 17 11 50 71 24 26 17 11 7 0 59 73 24 29 22 32 32 32 32 32 32 32 32
21 25 7 2 4 24 37 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,33,51,55,92,102,136,147,181,192,227,235,21 26 0 14 6 14 43 68 24 26 6 14 6 8 51 70 24 26 6 8 0 8 57 73 24 26 0 8 0 14 63 77 24 28 22
21 25 7 2 4 24 37 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,33,51,59,92,100,136,148,182,189,225,235,21 26 19 16 13 18 47 68 24 26 13 18 12 7 49 70 24 26 12 7 19 16 58 74 24 28 22 32 32 32 32 32 32 32 32
21 25 7 2 4 24 37 41 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,33,51,58,91,103,136,146,181,191,227,235,21 26 2 11 4 11 46 67 24 26 4 11 4 9 52 70 24 26 4 9 2 9 56 73 24 26 2 9 2 11 62 77 24 28 22
21 25 6 11 11 24 35 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,56,92,102,137,145,181,189,225,246,21 26 15 0 11 8 44 68 24 26 11 8 13 1 51 71 24 26 13 1 15 0 55 73 24 29 22 32 32 32 32 32 32 32 32
21 25 6 11 11 24 35 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,51,59,92,104,136,148,181,189,225,246,21 26 6 17 13 4 47 68 24 26 13 4 1 11 53 70 24 26 1 11 6 17 58 73 24 29 22 32 32 32 32 32 32 32 32
21 25 6 11 11 24 35 41 29 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,51,56,92,103,137,149,182,190,226,248,21 26 4 12 7 12 44 68 24 26 7 12 7 4 52 71 24 26 7 4 4 4 59 74 24 26 4 4 4 12 61 76 24 31 22
21 25 4 1 1 24 35 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,21,48,58,91,103,137,148,182,189,225,254,21 26 16 19 5 5 46 67 24 26 5 5 17 7 52 71 24 26 17 7 16 19 58 74 24 27 22 32 32 32 32 32 32 32 32
21 25 4 1 1 24 35 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,48,58,91,102,136,145,182,194,227,256,21 26 7 14 10 14 46 67 24 26 10 14 10 11 51 70 24 26 10 11 7 11 55 74 24 26 7 11 7 14 65 77 24 29 22
21 25 4 1 1 24 35 40 31 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,21,48,56,92,103,137,149,182,194,226,258,21 26 8 11 9 11 44 68 24 26 9 11 9 2 52 71 24 26 9 2 8 2 59 74 24 26 8 2 8 11 65 76 24 31 22
21 25 7 14 14 24 38 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,51,55,91,101,136,148,181,194,226,242,21 26 2 10 9 10 43 67 24 26 9 10 9 4 50 70 24 26 9 4 2 4 58 73 24 26 2 4 2 10 65 76 24 30 22
21 25 7 14 14 24 38 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,51,59,92,103,137,149,181,192,227,243,21 26 3 18 4 18 47 68 24 26 4 18 4 10 52 71 24 26 4 10 3 10 59 73 24 26 3 10 3 18 63 77 24 31 22
21 25 7 14 14 24 38 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,39,51,57,91,100,137,145,181,191,226,239,21 26 8 16 16 16 45 67 24 26 16 16 16 6 49 71 24 26 16 6 8 6 55 73 24 26 8 6 8 16 62 76 24 27 22
21 25 9 8 6 24 36 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,1,27,48,59,91,102,136,145,181,191,226,238,21 26 9 14 15 14 47 67 24 26 15 14 15 11 51 70 24 26 15 11 9 11 55 73 24 26 9 11 9 14 62 76 24 31 22
21 25 9 8 6 24 36 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,48,55,91,101,136,148,182,189,225,236,21 26 8 18 2 9 43 67 24 26 2 9 12 4 50 70 24 26 12 4 8 18 58 74 24 29 22 32 32 32 32 32 32 32 32
21 25 9 8 6 24 36 40 27 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,27,48,55,91,102,136,145,182,189,225,236,21 26 14 13 18 13 43 67 24 26 18 13 10 5 51 70 24 26 10 5 14 13 55 74 24 29 22 32 32 32 32 32 32 32 32
21 25 6 14 19 24 37 41 28 22 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32,2,33,51,57,91,102,136,147,182,189,225,240,21 26 3 7 1 15 45 67 24 26 1 15 15 15 51 70 24 26 15 15 3 7 57 74 24 28 22 32 32 32 32 32 32 32 32
